曲名,类别,难度,等级,定数,达成率,DX分数, DX Rating
おねがいダーリン,SD,Basic,5,5,0,0,0
おねがいダーリン,SD,Advanced,7,7.5,0,0,0
おねがいダーリン,SD,Expert,11,11.3,0,0,0
おねがいダーリン,SD,Master,12+,12.8,0,0,0
My First Phone,SD,Basic,6,6,0,0,0
My First Phone,SD,Advanced,8,8.6,0,0,0
My First Phone,SD,Expert,12+,12.7,0,0,0
ネ！コ！,SD,Basic,5,5,0,0,0
ネ！コ！,SD,Advanced,7+,7.8,0,0,0
ネ！コ！,SD,Expert,10,10.6,0,0,0
ロールプレイングゲーム,SD,Basic,5,5,0,0,0
ロールプレイングゲーム,SD,Advanced,7,7.6,0,0,0
ロールプレイングゲーム,SD,Expert,10,10.6,0,0,0
ロールプレイングゲーム,SD,Master,12,12.6,0,0,0
ヒバナ,SD,Basic,5,5,0,0,0
ヒバナ,SD,Advanced,8,8.2,0,0,0
ヒバナ,SD,Expert,11,11.1,0,0,0
ヒバナ,SD,Master,11+,11.8,0,0,0
ロキ,SD,Basic,4,4,0,0,0
ロキ,SD,Advanced,8,8,0,0,0
ロキ,SD,Expert,10+,10.9,0,0,0
Money Money,SD,Basic,4,4,0,0,0
Money Money,SD,Advanced,7,7.3,0,0,0
Money Money,SD,Expert,10+,10.8,0,0,0
Money Money,SD,Master,13,13.2,0,0,0
極圏,SD,Basic,6,6,0,0,0
極圏,SD,Advanced,9,9.5,0,0,0
極圏,SD,Master,14,14.4,0,0,0
Scarlet Lance,SD,Basic,6,6,0,0,0
Scarlet Lance,SD,Advanced,9,9.3,0,0,0
セイクリッド　ルイン,SD,Basic,7,7,0,0,0
セイクリッド　ルイン,SD,Advanced,9,9.6,0,0,0
セイクリッド　ルイン,SD,Expert,12,12.6,0,0,0
QZKago Requiem,SD,Basic,7,7,0,0,0
QZKago Requiem,SD,Advanced,10+,10.7,0,0,0
QZKago Requiem,SD,Master,14+,14.8,0,0,0
QZKago Requiem,SD,Re:MASTER,14+,14.9,0,0,0
EVERGREEN,SD,Basic,4,4,0,0,0
EVERGREEN,SD,Advanced,7+,7.8,0,0,0
EVERGREEN,SD,Expert,11+,11.9,0,0,0
EVERGREEN,SD,Master,13,13.5,0,0,0
不思議の国のクリスマス,SD,Basic,4,4,0,0,0
不思議の国のクリスマス,SD,Advanced,6,6.6,0,0,0
不思議の国のクリスマス,SD,Expert,9+,9.8,0,0,0
不思議の国のクリスマス,SD,Master,13,13.3,0,0,0
Schwarzschild,SD,Basic,7,7,0,0,0
Schwarzschild,SD,Advanced,9+,9.7,0,0,0
Schwarzschild,SD,Master,14,14,0,0,0
Schwarzschild,SD,Re:MASTER,14+,14.9,0,0,0
ナイトメア☆パーティーナイト,SD,Basic,5,5,0,0,0
ナイトメア☆パーティーナイト,SD,Advanced,8,8.3,0,0,0
ナイトメア☆パーティーナイト,SD,Expert,11,11,0,0,0
ナイトメア☆パーティーナイト,SD,Master,11+,11.9,0,0,0
ナイトメア☆パーティーナイト,SD,Re:MASTER,12+,12.7,0,0,0
結ンデ開イテ羅刹ト骸,SD,Basic,5,5,0,0,0
結ンデ開イテ羅刹ト骸,SD,Advanced,7+,7.8,0,0,0
結ンデ開イテ羅刹ト骸,SD,Expert,11,11.1,0,0,0
結ンデ開イテ羅刹ト骸,SD,Master,12,12,0,0,0
結ンデ開イテ羅刹ト骸,SD,Re:MASTER,13,13.3,0,0,0
Alea jacta est!,SD,Basic,7,7,0,0,0
Alea jacta est!,SD,Advanced,9,9.6,0,0,0
Alea jacta est!,SD,Re:MASTER,14+,14.8,0,0,0
L4TS:2018 (feat. あひる & KTA),SD,Basic,4,4,0,0,0
L4TS:2018 (feat. あひる & KTA),SD,Advanced,7+,7.8,0,0,0
L4TS:2018 (feat. あひる & KTA),SD,Expert,11+,11.9,0,0,0
クレイジークレイジーダンサーズ,SD,Basic,5,5,0,0,0
クレイジークレイジーダンサーズ,SD,Advanced,8,8.3,0,0,0
クレイジークレイジーダンサーズ,SD,Expert,10+,10.8,0,0,0
クレイジークレイジーダンサーズ,SD,Master,11+,11.8,0,0,0
【東方ニコカラ】秘神マターラ feat.魂音泉【IOSYS】,SD,Basic,5,5,0,0,0
【東方ニコカラ】秘神マターラ feat.魂音泉【IOSYS】,SD,Advanced,8,8.3,0,0,0
【東方ニコカラ】秘神マターラ feat.魂音泉【IOSYS】,SD,Expert,11+,11.8,0,0,0
隠然,SD,Basic,6,6,0,0,0
隠然,SD,Advanced,8,8.6,0,0,0
隠然,SD,Expert,11,11.5,0,0,0
隠然,SD,Master,12,12.5,0,0,0
隠然,SD,Re:MASTER,13,13.4,0,0,0
White Traveling Girl,SD,Basic,4,4,0,0,0
White Traveling Girl,SD,Advanced,7,7.6,0,0,0
White Traveling Girl,SD,Expert,10+,10.7,0,0,0
FFT,SD,Basic,7,7,0,0,0
FFT,SD,Advanced,9,9.5,0,0,0
FFT,SD,Re:MASTER,14,14.5,0,0,0
-OutsideR:RequieM-,SD,Basic,4,4,0,0,0
-OutsideR:RequieM-,SD,Advanced,7+,7.8,0,0,0
-OutsideR:RequieM-,SD,Expert,11,11.4,0,0,0
イロトリドリのメロディ,SD,Basic,3,3,0,0,0
イロトリドリのメロディ,SD,Advanced,7,7.3,0,0,0
イロトリドリのメロディ,SD,Expert,10+,10.9,0,0,0
奏者はただ背中と提琴で語るのみ,SD,Basic,7,7,0,0,0
奏者はただ背中と提琴で語るのみ,SD,Advanced,9,9.2,0,0,0
雷切-RAIKIRI-,SD,Basic,7,7,0,0,0
雷切-RAIKIRI-,SD,Advanced,9,9.3,0,0,0
雷切-RAIKIRI-,SD,Re:MASTER,14+,14.8,0,0,0
敗北の少年,SD,Basic,5,5,0,0,0
敗北の少年,SD,Advanced,8,8.6,0,0,0
敗北の少年,SD,Expert,11+,11.8,0,0,0
立ち入り禁止,SD,Basic,4,4,0,0,0
立ち入り禁止,SD,Advanced,7,7.6,0,0,0
立ち入り禁止,SD,Expert,11+,11.7,0,0,0
立ち入り禁止,SD,Master,12,12,0,0,0
命ばっかり,SD,Basic,4,4,0,0,0
命ばっかり,SD,Advanced,7,7.6,0,0,0
命ばっかり,SD,Expert,10,10,0,0,0
命ばっかり,SD,Master,12+,12.7,0,0,0
the EmpErroR,SD,Basic,5,5,0,0,0
the EmpErroR,SD,Advanced,10,10.5,0,0,0
the EmpErroR,SD,Master,14+,14.8,0,0,0
the EmpErroR,SD,Re:MASTER,14+,14.9,0,0,0
PANDORA PARADOXXX,SD,Basic,7+,7.7,0,0,0
PANDORA PARADOXXX,SD,Advanced,11,11.5,0,0,0
PANDORA PARADOXXX,SD,Master,14+,14.9,0,0,0
PANDORA PARADOXXX,SD,Re:MASTER,15,15,0,0,0
Believe the Rainbow,SD,Basic,4,4,0,0,0
Believe the Rainbow,SD,Advanced,8,8.6,0,0,0
Believe the Rainbow,SD,Expert,10,10.2,0,0,0
"Good Bye, Mr. Jack",SD,Basic,4,4,0,0,0
"Good Bye, Mr. Jack",SD,Advanced,9,9,0,0,0
Altale,SD,Basic,4,4,0,0,0
Altale,SD,Advanced,8,8.5,0,0,0
Altale,SD,Master,13+,13.7,0,0,0
最終鬼畜妹フランドール・S,SD,Basic,4,4,0,0,0
最終鬼畜妹フランドール・S,SD,Advanced,7+,7.8,0,0,0
最終鬼畜妹フランドール・S,SD,Expert,11,11.5,0,0,0
最終鬼畜妹フランドール・S,SD,Master,12,12.1,0,0,0
ネクロファンタジア～Arr.Demetori,SD,Basic,4,4,0,0,0
ネクロファンタジア～Arr.Demetori,SD,Advanced,8,8.3,0,0,0
ネクロファンタジア～Arr.Demetori,SD,Expert,11+,11.8,0,0,0
Imperishable Night 2006 (2016 Refine),SD,Basic,5,5,0,0,0
Imperishable Night 2006 (2016 Refine),SD,Advanced,8,8.6,0,0,0
終点,SD,Basic,4,4,0,0,0
終点,SD,Advanced,8,8.5,0,0,0
WORLD'S END UMBRELLA,SD,Basic,4,4,0,0,0
WORLD'S END UMBRELLA,SD,Advanced,8,8.3,0,0,0
WORLD'S END UMBRELLA,SD,Expert,10,10.3,0,0,0
WORLD'S END UMBRELLA,SD,Master,12,12.5,0,0,0
End Time,SD,Basic,5,5,0,0,0
End Time,SD,Advanced,9,9.3,0,0,0
魔法少女になるしかねぇ,SD,Basic,5,5,0,0,0
魔法少女になるしかねぇ,SD,Advanced,8+,8.8,0,0,0
魔法少女になるしかねぇ,SD,Expert,12,12.4,0,0,0
Kattobi KEIKYU Rider,SD,Basic,7,7,0,0,0
Kattobi KEIKYU Rider,SD,Advanced,9,9.3,0,0,0
B.M.S.,SD,Basic,6,6,0,0,0
B.M.S.,SD,Advanced,8+,8.8,0,0,0
B.M.S.,SD,Master,14,14.2,0,0,0
TiamaT:F minor,SD,Basic,7,7,0,0,0
TiamaT:F minor,SD,Advanced,10,10.3,0,0,0
前前前世,SD,Basic,4,4,0,0,0
前前前世,SD,Advanced,7,7,0,0,0
前前前世,SD,Expert,9,9,0,0,0
Technicians High,SD,Basic,4,4,0,0,0
Technicians High,SD,Advanced,7+,7.8,0,0,0
Technicians High,SD,Expert,11,11,0,0,0
Destr0yer,SD,Basic,4,4,0,0,0
Destr0yer,SD,Advanced,8,8,0,0,0
Destr0yer,SD,Master,14,14.2,0,0,0
サンバランド,SD,Basic,4,4,0,0,0
サンバランド,SD,Advanced,7,7,0,0,0
サンバランド,SD,Expert,11,11,0,0,0
Halcyon,SD,Basic,6,6,0,0,0
Halcyon,SD,Advanced,8+,8.8,0,0,0
Halcyon,SD,Expert,12,12.5,0,0,0
Halcyon,SD,Master,14,14.3,0,0,0
VIIIbit Explorer,SD,Basic,6,6,0,0,0
VIIIbit Explorer,SD,Advanced,8,8.2,0,0,0
VIIIbit Explorer,SD,Expert,12+,12.9,0,0,0
ジングルベル,DX,Basic,5,5,0,0,0
ジングルベル,DX,Advanced,7+,7.8,0,0,0
ジングルベル,DX,Expert,10+,10.8,0,0,0
ジングルベル,DX,Master,14+,14.7,0,0,0
Starlight Disco,DX,Basic,4,4,0,0,0
Starlight Disco,DX,Advanced,7,7.5,0,0,0
Starlight Disco,DX,Expert,11+,11.9,0,0,0
Starlight Disco,DX,Master,13,13.1,0,0,0
39,DX,Basic,3,3,0,0,0
39,DX,Advanced,7,7.2,0,0,0
39,DX,Expert,9,9.3,0,0,0
39,DX,Master,12+,12.8,0,0,0
天ノ弱,DX,Basic,3,3,0,0,0
天ノ弱,DX,Advanced,7,7.2,0,0,0
天ノ弱,DX,Expert,10,10,0,0,0
天ノ弱,DX,Master,12+,12.8,0,0,0
モザイクロール,DX,Basic,3,3,0,0,0
モザイクロール,DX,Advanced,6,6.5,0,0,0
モザイクロール,DX,Expert,10,10.2,0,0,0
脳漿炸裂ガール,DX,Basic,4,4,0,0,0
脳漿炸裂ガール,DX,Advanced,6,6,0,0,0
脳漿炸裂ガール,DX,Expert,11,11.3,0,0,0
脳漿炸裂ガール,DX,Master,12+,12.9,0,0,0
セツナトリップ,DX,Basic,2,2,0,0,0
セツナトリップ,DX,Advanced,7+,7.8,0,0,0
セツナトリップ,DX,Expert,10+,10.8,0,0,0
セツナトリップ,DX,Master,13,13.4,0,0,0
Grip & Break down !!,DX,Basic,5,5,0,0,0
Grip & Break down !!,DX,Advanced,7,7,0,0,0
Grip & Break down !!,DX,Expert,9,9.5,0,0,0
ナイト・オブ・ナイツ,DX,Basic,5,5,0,0,0
ナイト・オブ・ナイツ,DX,Advanced,7+,7.7,0,0,0
ナイト・オブ・ナイツ,DX,Expert,11+,11.8,0,0,0
火炎地獄,DX,Basic,4,4,0,0,0
火炎地獄,DX,Advanced,7+,7.7,0,0,0
火炎地獄,DX,Master,14,14,0,0,0
Monochrome Rainbow,DX,Basic,4,4,0,0,0
Monochrome Rainbow,DX,Advanced,8,8,0,0,0
Monochrome Rainbow,DX,Expert,11,11.2,0,0,0
Monochrome Rainbow,DX,Master,13,13.3,0,0,0
いーあるふぁんくらぶ,DX,Basic,2,2,0,0,0
いーあるふぁんくらぶ,DX,Advanced,6,6,0,0,0
いーあるふぁんくらぶ,DX,Expert,8,8.2,0,0,0
いーあるふぁんくらぶ,DX,Master,11,11.2,0,0,0
六兆年と一夜物語,DX,Basic,4,4,0,0,0
六兆年と一夜物語,DX,Advanced,7+,7.8,0,0,0
六兆年と一夜物語,DX,Expert,9,9.4,0,0,0
患部で止まってすぐ溶ける～狂気の優曇華院,DX,Basic,3,3,0,0,0
患部で止まってすぐ溶ける～狂気の優曇華院,DX,Advanced,7+,7.7,0,0,0
患部で止まってすぐ溶ける～狂気の優曇華院,DX,Expert,11,11,0,0,0
ケロ⑨destiny,DX,Basic,3,3,0,0,0
ケロ⑨destiny,DX,Advanced,6,6.5,0,0,0
ケロ⑨destiny,DX,Expert,10,10.2,0,0,0
ケロ⑨destiny,DX,Master,13,13.4,0,0,0
深海少女,DX,Basic,2,2,0,0,0
深海少女,DX,Advanced,6,6.5,0,0,0
深海少女,DX,Expert,9,9.5,0,0,0
M.S.S.Planet,DX,Basic,3,3,0,0,0
M.S.S.Planet,DX,Advanced,7,7,0,0,0
M.S.S.Planet,DX,Expert,9+,9.7,0,0,0
M.S.S.Planet,DX,Master,12+,12.9,0,0,0
幻想のサテライト,DX,Basic,4,4,0,0,0
幻想のサテライト,DX,Advanced,7+,7.8,0,0,0
幻想のサテライト,DX,Expert,10,10.4,0,0,0
Oshama Scramble!,DX,Basic,4,4,0,0,0
Oshama Scramble!,DX,Advanced,8+,8.7,0,0,0
響縁,DX,Basic,2,2,0,0,0
響縁,DX,Advanced,7,7.2,0,0,0
響縁,DX,Expert,10,10.5,0,0,0
響縁,DX,Master,13,13.4,0,0,0
初音ミクの消失,DX,Basic,6,6,0,0,0
初音ミクの消失,DX,Advanced,8,8,0,0,0
初音ミクの消失,DX,Expert,12,12,0,0,0
初音ミクの消失,DX,Master,14,14.5,0,0,0
Change Our MIRAI！,DX,Basic,4,4,0,0,0
Change Our MIRAI！,DX,Advanced,7+,7.7,0,0,0
Change Our MIRAI！,DX,Expert,10+,10.8,0,0,0
Change Our MIRAI！,DX,Master,12,12.6,0,0,0
月に叢雲華に風,DX,Basic,2,2,0,0,0
月に叢雲華に風,DX,Advanced,6,6.8,0,0,0
月に叢雲華に風,DX,Expert,9,9.4,0,0,0
ゴーストルール,DX,Basic,3,3,0,0,0
ゴーストルール,DX,Advanced,7+,7.8,0,0,0
ゴーストルール,DX,Expert,9+,9.8,0,0,0
Scream out! -maimai SONIC WASHER Edit-,DX,Basic,3,3,0,0,0
Scream out! -maimai SONIC WASHER Edit-,DX,Advanced,7,7,0,0,0
Scream out! -maimai SONIC WASHER Edit-,DX,Expert,11,11.2,0,0,0
conflict,DX,Basic,3,3,0,0,0
conflict,DX,Advanced,8,8.2,0,0,0
conflict,DX,Expert,11,11.4,0,0,0
taboo tears you up,DX,Basic,3,3,0,0,0
taboo tears you up,DX,Advanced,7+,7.8,0,0,0
taboo tears you up,DX,Expert,10+,10.8,0,0,0
Maxi,DX,Basic,5,5,0,0,0
Maxi,DX,Advanced,8,8,0,0,0
Maxi,DX,Expert,11+,11.9,0,0,0
Calamity Fortune,DX,Basic,4,4,0,0,0
Calamity Fortune,DX,Advanced,8,8.5,0,0,0
Calamity Fortune,DX,Expert,11,11.4,0,0,0
チルノのパーフェクトさんすう教室　⑨周年バージョン,DX,Basic,3,3,0,0,0
チルノのパーフェクトさんすう教室　⑨周年バージョン,DX,Advanced,7,7,0,0,0
チルノのパーフェクトさんすう教室　⑨周年バージョン,DX,Expert,9,9.4,0,0,0
チルノのパーフェクトさんすう教室　⑨周年バージョン,DX,Master,12+,12.8,0,0,0
ダンスロボットダンス,DX,Basic,3,3,0,0,0
ダンスロボットダンス,DX,Advanced,7,7.5,0,0,0
ダンスロボットダンス,DX,Expert,9,9.2,0,0,0
ダンスロボットダンス,DX,Master,12+,12.7,0,0,0
WARNING×WARNING×WARNING,DX,Basic,3,3,0,0,0
WARNING×WARNING×WARNING,DX,Advanced,7,7.5,0,0,0
WARNING×WARNING×WARNING,DX,Expert,9+,9.8,0,0,0
WARNING×WARNING×WARNING,DX,Master,11+,11.9,0,0,0
シャルル,DX,Basic,3,3,0,0,0
シャルル,DX,Advanced,6,6,0,0,0
シャルル,DX,Expert,9,9.2,0,0,0
シャルル,DX,Master,11,11.2,0,0,0
ENERGY SYNERGY MATRIX,DX,Basic,4,4,0,0,0
ENERGY SYNERGY MATRIX,DX,Advanced,8,8,0,0,0
ENERGY SYNERGY MATRIX,DX,Expert,11,11.4,0,0,0
ENERGY SYNERGY MATRIX,DX,Master,13,13.5,0,0,0
BLACK ROSE,DX,Basic,2,2,0,0,0
BLACK ROSE,DX,Advanced,6,6.5,0,0,0
BLACK ROSE,DX,Expert,9+,9.7,0,0,0
BLACK ROSE,DX,Master,12,12.2,0,0,0
Secret Sleuth,DX,Basic,2,2,0,0,0
Secret Sleuth,DX,Advanced,7,7,0,0,0
Secret Sleuth,DX,Expert,10+,10.8,0,0,0
でらっくmaimai♪てんてこまい!,DX,Basic,4,4,0,0,0
でらっくmaimai♪てんてこまい!,DX,Advanced,7+,7.7,0,0,0
でらっくmaimai♪てんてこまい!,DX,Expert,10,10.3,0,0,0
MAXRAGE,DX,Basic,5,5,0,0,0
MAXRAGE,DX,Advanced,7+,7.8,0,0,0
MAXRAGE,DX,Expert,11,11.4,0,0,0
バーチャルダム　ネーション,DX,Basic,4,4,0,0,0
バーチャルダム　ネーション,DX,Advanced,8,8,0,0,0
バーチャルダム　ネーション,DX,Expert,10+,10.8,0,0,0
バーチャルダム　ネーション,DX,Master,13,13.5,0,0,0
バーチャルダム　ネーション,DX,Re:MASTER,14,14.4,0,0,0
P-qoq,DX,Basic,2,2,0,0,0
P-qoq,DX,Advanced,7,7,0,0,0
P-qoq,DX,Expert,10,10.5,0,0,0
P-qoq,DX,Master,13,13.2,0,0,0
超常マイマイン,DX,Basic,3,3,0,0,0
超常マイマイン,DX,Advanced,7,7,0,0,0
超常マイマイン,DX,Expert,10,10.3,0,0,0
Crazy Circle,DX,Basic,2,2,0,0,0
Crazy Circle,DX,Advanced,6,6.8,0,0,0
Crazy Circle,DX,Expert,9,9.3,0,0,0
Crazy Circle,DX,Master,12,12.6,0,0,0
STEREOSCAPE,DX,Basic,3,3,0,0,0
STEREOSCAPE,DX,Advanced,6,6.8,0,0,0
STEREOSCAPE,DX,Expert,9,9.5,0,0,0
STEREOSCAPE,DX,Master,12,12.4,0,0,0
STEREOSCAPE,DX,Re:MASTER,13,13.3,0,0,0
STARTLINER,DX,Basic,2,2,0,0,0
STARTLINER,DX,Advanced,6,6.2,0,0,0
STARTLINER,DX,Expert,9,9.1,0,0,0
STARTLINER,DX,Re:MASTER,12,12.3,0,0,0
♡マイマイマイラブ♡,DX,Basic,4,4,0,0,0
♡マイマイマイラブ♡,DX,Advanced,7+,7.8,0,0,0
♡マイマイマイラブ♡,DX,Expert,10,10.2,0,0,0
♡マイマイマイラブ♡,DX,Master,12+,12.9,0,0,0
一か罰,DX,Basic,5,5,0,0,0
一か罰,DX,Advanced,7+,7.8,0,0,0
一か罰,DX,Expert,11,11.4,0,0,0
一か罰,DX,Master,12+,12.8,0,0,0
一か罰,DX,Re:MASTER,14,14,0,0,0
キリキリ舞Mine,DX,Basic,4,4,0,0,0
キリキリ舞Mine,DX,Advanced,7+,7.8,0,0,0
キリキリ舞Mine,DX,Expert,11,11.4,0,0,0
キリキリ舞Mine,DX,Master,13,13.4,0,0,0
福宿音屋魂音泉,DX,Basic,4,4,0,0,0
福宿音屋魂音泉,DX,Advanced,7,7.2,0,0,0
福宿音屋魂音泉,DX,Expert,10+,10.8,0,0,0
Now or Never,DX,Basic,5,5,0,0,0
Now or Never,DX,Advanced,7,7.5,0,0,0
Now or Never,DX,Expert,10,10.5,0,0,0
Scarlet Wings,DX,Basic,4,4,0,0,0
Scarlet Wings,DX,Advanced,7+,7.8,0,0,0
Technicians High,DX,Basic,5,5,0,0,0
Technicians High,DX,Advanced,8,8.2,0,0,0
Technicians High,DX,Expert,11,11.5,0,0,0
Technicians High,DX,Master,13,13.4,0,0,0
魔ジョ狩リ,DX,Basic,5,5,0,0,0
魔ジョ狩リ,DX,Advanced,8,8.5,0,0,0
魔ジョ狩リ,DX,Expert,11,11.1,0,0,0
TwisteD! XD,DX,Basic,4,4,0,0,0
TwisteD! XD,DX,Advanced,8+,8.7,0,0,0
TwisteD! XD,DX,Expert,11,11.2,0,0,0
Blows Up Everything,DX,Basic,5,5,0,0,0
Blows Up Everything,DX,Advanced,9,9,0,0,0
Blows Up Everything,DX,Re:MASTER,14,14.3,0,0,0
Agitation！,DX,Basic,5,5,0,0,0
Agitation！,DX,Advanced,7,7,0,0,0
Agitation！,DX,Expert,10,10.2,0,0,0
Agitation！,DX,Master,11+,11.9,0,0,0
管弦楽組曲 第3番 ニ長調「第2曲（G線上のアリア）」BWV.1068-2,DX,Basic,5,5,0,0,0
管弦楽組曲 第3番 ニ長調「第2曲（G線上のアリア）」BWV.1068-2,DX,Advanced,7+,7.8,0,0,0
管弦楽組曲 第3番 ニ長調「第2曲（G線上のアリア）」BWV.1068-2,DX,Expert,10,10.5,0,0,0
TEmPTaTiON,DX,Basic,6,6,0,0,0
TEmPTaTiON,DX,Advanced,8,8.5,0,0,0
TEmPTaTiON,DX,Master,14+,14.7,0,0,0
アポカリプスに反逆の焔を焚べろ,DX,Basic,7,7,0,0,0
アポカリプスに反逆の焔を焚べろ,DX,Advanced,8,8.5,0,0,0
アポカリプスに反逆の焔を焚べろ,DX,Master,14,14.5,0,0,0
玩具狂奏曲 -終焉-,DX,Basic,5,5,0,0,0
玩具狂奏曲 -終焉-,DX,Advanced,8,8,0,0,0
玩具狂奏曲 -終焉-,DX,Master,13+,13.9,0,0,0
Titania,DX,Basic,6,6,0,0,0
Titania,DX,Advanced,8,8,0,0,0
Titania,DX,Master,14,14.6,0,0,0
BOKUTO,DX,Basic,4,4,0,0,0
BOKUTO,DX,Advanced,7,7.5,0,0,0
BOKUTO,DX,Expert,11,11.2,0,0,0
立川浄穢捕物帳,DX,Basic,4,4,0,0,0
立川浄穢捕物帳,DX,Advanced,7+,7.8,0,0,0
立川浄穢捕物帳,DX,Expert,11,11.4,0,0,0
CHOCOLATE BOMB!!!!,DX,Basic,4,4,0,0,0
CHOCOLATE BOMB!!!!,DX,Advanced,8,8.5,0,0,0
CHOCOLATE BOMB!!!!,DX,Expert,11+,11.9,0,0,0
CHOCOLATE BOMB!!!!,DX,Master,13,13.6,0,0,0
METEOR,DX,Basic,3,3,0,0,0
METEOR,DX,Advanced,7,7,0,0,0
METEOR,DX,Expert,9,9.5,0,0,0
METEOR,DX,Master,12,12.4,0,0,0
HOT LIMIT,DX,Basic,3,3,0,0,0
HOT LIMIT,DX,Advanced,6,6,0,0,0
HOT LIMIT,DX,Expert,9,9.4,0,0,0
HOT LIMIT,DX,Master,11+,11.9,0,0,0
メルト,DX,Basic,3,3,0,0,0
メルト,DX,Advanced,6,6,0,0,0
メルト,DX,Expert,8+,8.8,0,0,0
メルト,DX,Master,11+,11.9,0,0,0
メルティランドナイトメア,DX,Basic,2,2,0,0,0
メルティランドナイトメア,DX,Advanced,6,6.5,0,0,0
メルティランドナイトメア,DX,Expert,8+,8.7,0,0,0
メルティランドナイトメア,DX,Master,11+,11.9,0,0,0
アディショナルメモリー,DX,Basic,2,2,0,0,0
アディショナルメモリー,DX,Advanced,6,6.8,0,0,0
アディショナルメモリー,DX,Expert,9+,9.9,0,0,0
アディショナルメモリー,DX,Master,12,12.5,0,0,0
ナイト・オブ・ナイツ (Cranky Remix),DX,Basic,4,4,0,0,0
ナイト・オブ・ナイツ (Cranky Remix),DX,Advanced,7,7,0,0,0
ナイト・オブ・ナイツ (Cranky Remix),DX,Expert,10,10.4,0,0,0
Bad Apple!! feat.nomico (REDALiCE Remix),DX,Basic,3,3,0,0,0
Bad Apple!! feat.nomico (REDALiCE Remix),DX,Advanced,7,7.5,0,0,0
Bad Apple!! feat.nomico (REDALiCE Remix),DX,Expert,10,10.5,0,0,0
Strobe♡Girl,DX,Basic,2,2,0,0,0
Strobe♡Girl,DX,Advanced,7,7.2,0,0,0
Strobe♡Girl,DX,Expert,10,10,0,0,0
Strobe♡Girl,DX,Master,12,12.6,0,0,0
Destr0yer,DX,Basic,2,2,0,0,0
Destr0yer,DX,Advanced,7+,7.8,0,0,0
Destr0yer,DX,Expert,11,11.2,0,0,0
グリーンライツ・セレナーデ,DX,Basic,3,3,0,0,0
グリーンライツ・セレナーデ,DX,Advanced,7,7.5,0,0,0
グリーンライツ・セレナーデ,DX,Expert,10,10.3,0,0,0
グリーンライツ・セレナーデ,DX,Master,12+,12.7,0,0,0
デンパラダイム,DX,Basic,3,3,0,0,0
デンパラダイム,DX,Advanced,7+,7.9,0,0,0
デンパラダイム,DX,Expert,11+,11.7,0,0,0
デンパラダイム,DX,Master,13,13.3,0,0,0
骸骨楽団とリリア,DX,Basic,3,3,0,0,0
骸骨楽団とリリア,DX,Advanced,7+,7.8,0,0,0
骸骨楽団とリリア,DX,Expert,11,11.3,0,0,0
星屑ユートピア,DX,Basic,3,3,0,0,0
星屑ユートピア,DX,Advanced,7,7.5,0,0,0
星屑ユートピア,DX,Expert,10+,10.8,0,0,0
星屑ユートピア,DX,Master,12+,12.7,0,0,0
アマツキツネ,DX,Basic,2,2,0,0,0
アマツキツネ,DX,Advanced,7,7.5,0,0,0
アマツキツネ,DX,Expert,9,9.2,0,0,0
アマツキツネ,DX,Master,11+,11.9,0,0,0
Little "Sister" Bitch,DX,Basic,4,4,0,0,0
Little "Sister" Bitch,DX,Advanced,7+,7.8,0,0,0
Little "Sister" Bitch,DX,Expert,11,11.1,0,0,0
Little "Sister" Bitch,DX,Master,13+,13.8,0,0,0
Yakumo >>JOINT STRUGGLE (2019 Update),DX,Basic,4,4,0,0,0
Yakumo >>JOINT STRUGGLE (2019 Update),DX,Advanced,7+,7.8,0,0,0
Yakumo >>JOINT STRUGGLE (2019 Update),DX,Expert,11,11.1,0,0,0
Yakumo >>JOINT STRUGGLE (2019 Update),DX,Master,13+,13.9,0,0,0
げきオコスティックファイナリアリティぷんぷんマスタースパーク,DX,Basic,3,3,0,0,0
げきオコスティックファイナリアリティぷんぷんマスタースパーク,DX,Advanced,7,7.5,0,0,0
げきオコスティックファイナリアリティぷんぷんマスタースパーク,DX,Expert,10,10.2,0,0,0
げきオコスティックファイナリアリティぷんぷんマスタースパーク,DX,Master,12+,12.8,0,0,0
CocktaiL,DX,Basic,2,2,0,0,0
CocktaiL,DX,Advanced,6,6.5,0,0,0
CocktaiL,DX,Expert,9,9,0,0,0
CocktaiL,DX,Master,12+,12.7,0,0,0
太陽系デスコ,DX,Basic,4,4,0,0,0
太陽系デスコ,DX,Advanced,6,6.7,0,0,0
太陽系デスコ,DX,Expert,9+,9.7,0,0,0
だからパンを焼いたんだ,DX,Basic,3,3,0,0,0
だからパンを焼いたんだ,DX,Advanced,6,6.5,0,0,0
だからパンを焼いたんだ,DX,Expert,9,9.3,0,0,0
アカリがやってきたぞっ,DX,Basic,3,3,0,0,0
アカリがやってきたぞっ,DX,Advanced,6,6.7,0,0,0
アカリがやってきたぞっ,DX,Expert,10,10.3,0,0,0
アカリがやってきたぞっ,DX,Master,12+,12.7,0,0,0
プナイプナイせんそう,DX,Basic,6,6,0,0,0
プナイプナイせんそう,DX,Advanced,8,8.5,0,0,0
プナイプナイせんそう,DX,Master,13+,13.8,0,0,0
デビル☆アイドル,DX,Basic,4,4,0,0,0
デビル☆アイドル,DX,Advanced,7,7,0,0,0
デビル☆アイドル,DX,Expert,9+,9.7,0,0,0
デビル☆アイドル,DX,Master,12+,12.7,0,0,0
